Season,Category,Circuit,Rider,Country,Constructor
1980,50cc,Rijeka,Ricardo Tormo,SPAIN,Kreidler Van Veen
1980,250cc,Rijeka,Anton Mang,GERMANY,Kawasaki
1980,125cc,Paul Ricard,Angel Nieto,SPAIN,Minarelli
1980,350cc,Paul Ricard,Jonnie Ekerold,SOUTH AFRICA,Bimota-Yamaha
1980,250cc,Paul Ricard,Kork Ballington,SOUTH AFRICA,Kawasaki
1980,500cc,Paul Ricard,Kenny Roberts,UNITED STATES,Yamaha
1980,125cc,Jarama,Pierpaolo Bianchi,ITALY,MBA
1980,50cc,Jarama,Eugenio Lazzarini,ITALY,Kreidler Van Veen
1980,250cc,Jarama,Kork Ballington,SOUTH AFRICA,Kawasaki
1980,500cc,Jarama,Kenny Roberts,UNITED STATES,Yamaha
1980,125cc,Misano World Circuit Marco Simoncelli,Pierpaolo Bianchi,ITALY,MBA
1980,350cc,Misano World Circuit Marco Simoncelli,Johnny Cecotto,VENEZUELA,Yamaha
1980,50cc,Misano World Circuit Marco Simoncelli,Eugenio Lazzarini,ITALY,Kreidler
1980,250cc,Misano World Circuit Marco Simoncelli,Anton Mang,GERMANY,Kawasaki
1980,500cc,Misano World Circuit Marco Simoncelli,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,Le Mans,Guy Bertin,FRANCE,Motobecane
1979,350cc,Le Mans,Patrick Fernandez,FRANCE,Yamaha
1979,50cc,Le Mans,Eugenio Lazzarini,ITALY,Kreidler
1979,250cc,Le Mans,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Le Mans,Barry Sheene,GREAT BRITAIN,Suzuki
1979,125cc,Automotodrom Brno,Guy Bertin,FRANCE,Motobecane
1979,350cc,Automotodrom Brno,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,250cc,Automotodrom Brno,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Minarelli
1979,350cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,250cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Silverstone Circuit,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,Imatra,Ricardo Tormo,SPAIN,Bultaco
1979,350cc,Imatra,Greg Hansford,AUSTRALIA,Kawasaki
1979,250cc,Imatra,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Imatra,Boet Van Dulmen,NETHERLANDS,Suzuki
1979,125cc,Karlskoga,Pierpaolo Bianchi,ITALY,Minarelli
1979,250cc,Karlskoga,Graziano Rossi,ITALY,Morbidelli
1979,500cc,Karlskoga,Barry Sheene,GREAT BRITAIN,Suzuki
1979,125cc,Spa-Francorchamps,Barry Smith,AUSTRALIA,Morbidelli
1979,50cc,Spa-Francorchamps,Henk Van Kessel,NETHERLANDS,Kreidler
1979,250cc,Spa-Francorchamps,Edi Stoellinger,AUSTRIA,Kawasaki
1979,500cc,Spa-Francorchamps,Dennis Ireland,NEW ZEALAND,Suzuki
1979,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Minarelli
1979,350cc,TT Circuit Assen,Greg Hansford,AUSTRALIA,Kawasaki
1979,50cc,TT Circuit Assen,Eugenio Lazzarini,ITALY,Kreidler
1979,250cc,TT Circuit Assen,Graziano Rossi,ITALY,Morbidelli
1979,500cc,TT Circuit Assen,Virginio Ferrari,ITALY,Suzuki
1979,125cc,Rijeka,Angel Nieto,SPAIN,Minarelli
1979,350cc,Rijeka,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,50cc,Rijeka,Eugenio Lazzarini,ITALY,Kreidler
1979,250cc,Rijeka,Graziano Rossi,ITALY,Morbidelli
1979,500cc,Rijeka,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,Jarama,Angel Nieto,SPAIN,Minarelli
1979,350cc,Jarama,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,50cc,Jarama,Eugenio Lazzarini,ITALY,Kreidler
1979,250cc,Jarama,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Jarama,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,Imola,Angel Nieto,SPAIN,Minarelli
1979,350cc,Imola,Greg Hansford,AUSTRALIA,Kawasaki
1979,50cc,Imola,Eugenio Lazzarini,ITALY,Kreidler
1979,250cc,Imola,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Imola,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,Hockenheim,Angel Nieto,SPAIN,Minarelli
1979,350cc,Hockenheim,Jonnie Ekerold,SOUTH AFRICA,Yamaha-Opstalan
1979,50cc,Hockenheim,Gerhard Waibel,GERMANY,Kreidler
1979,250cc,Hockenheim,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Hockenheim,Wil Hartog,NETHERLANDS,Suzuki
1979,125cc,Salzburgring,Angel Nieto,SPAIN,Minarelli
1979,350cc,Salzburgring,Kork Ballington,SOUTH AFRICA,Kawasaki
1979,500cc,Salzburgring,Kenny Roberts,UNITED STATES,Yamaha
1979,125cc,San Carlos,Angel Nieto,SPAIN,Minarelli
1979,350cc,San Carlos,Carlos Lavado,VENEZUELA,Yamaha
1979,250cc,San Carlos,Walter Villa,ITALY,Yamaha
1979,500cc,San Carlos,Barry Sheene,GREAT BRITAIN,Suzuki
1978,125cc,Rijeka,Angel Nieto,SPAIN,Minarelli
1978,350cc,Rijeka,Greg Hansford,AUSTRALIA,Kawasaki
1978,50cc,Rijeka,Ricardo Tormo,SPAIN,Bultaco
1978,250cc,Rijeka,Greg Hansford,AUSTRALIA,Kawasaki
1978,350cc,Automotodrom Brno,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,50cc,Automotodrom Brno,Ricardo Tormo,SPAIN,Bultaco
1978,250cc,Automotodrom Brno,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,125cc,Nurburgring,Angel Nieto,SPAIN,Minarelli
1978,350cc,Nurburgring,Takazumi Katayama,JAPAN,Yamaha
1978,50cc,Nurburgring,Ricardo Tormo,SPAIN,Bultaco
1978,250cc,Nurburgring,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,500cc,Nurburgring,Virginio Ferrari,ITALY,Suzuki
1978,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Minarelli
1978,350cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,250cc,Silverstone Circuit,Anton Mang,GERMANY,Kawasaki
1978,500cc,Silverstone Circuit,Kenny Roberts,UNITED STATES,Yamaha
1978,125cc,Imatra,Angel Nieto,SPAIN,Minarelli
1978,350cc,Imatra,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,250cc,Imatra,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,500cc,Imatra,Wil Hartog,NETHERLANDS,Suzuki
1978,125cc,Karlskoga,Pierpaolo Bianchi,ITALY,Minarelli
1978,350cc,Karlskoga,Greg Hansford,AUSTRALIA,Kawasaki
1978,250cc,Karlskoga,Greg Hansford,AUSTRALIA,Kawasaki
1978,500cc,Karlskoga,Barry Sheene,GREAT BRITAIN,Suzuki
1978,125cc,Spa-Francorchamps,Pierpaolo Bianchi,ITALY,Minarelli
1978,50cc,Spa-Francorchamps,Ricardo Tormo,SPAIN,Bultaco
1978,250cc,Spa-Francorchamps,Paolo Pileri,ITALY,Morbidelli
1978,500cc,Spa-Francorchamps,Wil Hartog,NETHERLANDS,Suzuki
1978,125cc,TT Circuit Assen,Eugenio Lazzarini,ITALY,MBA
1978,350cc,TT Circuit Assen,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,50cc,TT Circuit Assen,Eugenio Lazzarini,ITALY,Kreidler
1978,250cc,TT Circuit Assen,Kenny Roberts,UNITED STATES,Yamaha
1978,500cc,TT Circuit Assen,Johnny Cecotto,VENEZUELA,Yamaha
1978,125cc,Autodromo Internazionale del Mugello,Eugenio Lazzarini,ITALY,MBA
1978,350cc,Autodromo Internazionale del Mugello,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,50cc,Autodromo Internazionale del Mugello,Ricardo Tormo,SPAIN,Bultaco
1978,250cc,Autodromo Internazionale del Mugello,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,500cc,Autodromo Internazionale del Mugello,Kenny Roberts,UNITED STATES,Yamaha
1978,125cc,Nogaro,Pierpaolo Bianchi,ITALY,Minarelli
1978,350cc,Nogaro,Greg Hansford,AUSTRALIA,Kawasaki
1978,250cc,Nogaro,Greg Hansford,AUSTRALIA,Kawasaki
1978,500cc,Nogaro,Kenny Roberts,UNITED STATES,Yamaha
1978,125cc,Salzburgring,Eugenio Lazzarini,ITALY,MBA
1978,350cc,Salzburgring,Kork Ballington,SOUTH AFRICA,Kawasaki
1978,500cc,Salzburgring,Kenny Roberts,UNITED STATES,Yamaha
1978,125cc,Jarama,Eugenio Lazzarini,ITALY,MBA
1978,50cc,Jarama,Eugenio Lazzarini,ITALY,Kreidler
1978,250cc,Jarama,Greg Hansford,AUSTRALIA,Kawasaki
1978,500cc,Jarama,Pat Hennen,UNITED STATES,Suzuki
1978,125cc,San Carlos,Pierpaolo Bianchi,ITALY,Minarelli
1978,350cc,San Carlos,Takazumi Katayama,JAPAN,Yamaha
1978,250cc,San Carlos,Kenny Roberts,UNITED STATES,Yamaha
1978,500cc,San Carlos,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,Silverstone Circuit,Pier Luigi Conforti,ITALY,Morbidelli
1977,350cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Yamaha
1977,250cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Yamaha
1977,500cc,Silverstone Circuit,Pat Hennen,UNITED STATES,Suzuki
1977,350cc,Automotodrom Brno,Johnny Cecotto,VENEZUELA,Yamaha
1977,250cc,Automotodrom Brno,Franco Uncini,ITALY,Harley Davidson
1977,500cc,Automotodrom Brno,Johnny Cecotto,VENEZUELA,Yamaha
1977,125cc,Imatra,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Imatra,Takazumi Katayama,JAPAN,Yamaha
1977,250cc,Imatra,Walter Villa,ITALY,Harley Davidson
1977,500cc,Imatra,Johnny Cecotto,VENEZUELA,Yamaha
1977,125cc,Anderstorp,Angel Nieto,SPAIN,Bultaco
1977,350cc,Anderstorp,Takazumi Katayama,JAPAN,Yamaha
1977,50cc,Anderstorp,Ricardo Tormo,SPAIN,Bultaco
1977,250cc,Anderstorp,Mike Grant,GREAT BRITAIN,Kawasaki
1977,500cc,Anderstorp,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,Spa-Francorchamps,Pierpaolo Bianchi,ITALY,Morbidelli
1977,50cc,Spa-Francorchamps,Eugenio Lazzarini,ITALY,Kreidler
1977,250cc,Spa-Francorchamps,Walter Villa,ITALY,Harley Davidson
1977,500cc,Spa-Francorchamps,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Bultaco
1977,350cc,TT Circuit Assen,Kork Ballington,SOUTH AFRICA,Yamaha
1977,50cc,TT Circuit Assen,Angel Nieto,SPAIN,Bultaco
1977,250cc,TT Circuit Assen,Mike Grant,GREAT BRITAIN,Kawasaki
1977,500cc,TT Circuit Assen,Wil Hartog,NETHERLANDS,Suzuki
1977,125cc,Opatija,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Opatija,Takazumi Katayama,JAPAN,Yamaha
1977,50cc,Opatija,Angel Nieto,SPAIN,Bultaco
1977,250cc,Opatija,Mario Lega,ITALY,Morbidelli
1977,125cc,Paul Ricard,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Paul Ricard,Takazumi Katayama,JAPAN,Yamaha
1977,250cc,Paul Ricard,Jonnie Ekerold,SOUTH AFRICA,Yamaha
1977,500cc,Paul Ricard,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,Jarama,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Jarama,Michel Rougerie,FRANCE,Yamaha
1977,50cc,Jarama,Angel Nieto,SPAIN,Bultaco
1977,250cc,Jarama,Takazumi Katayama,JAPAN,Yamaha
1977,125cc,Imola,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Imola,Alan North,SOUTH AFRICA,Yamaha
1977,50cc,Imola,Eugenio Lazzarini,ITALY,Kreidler
1977,250cc,Imola,Franco Uncini,ITALY,Harley Davidson
1977,500cc,Imola,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,Hockenheim,Pierpaolo Bianchi,ITALY,Morbidelli
1977,350cc,Hockenheim,Takazumi Katayama,JAPAN,Yamaha
1977,50cc,Hockenheim,Herbert Rittberger,GERMANY,Kreidler
1977,250cc,Hockenheim,Christian Sarron,FRANCE,Yamaha
1977,500cc,Hockenheim,Barry Sheene,GREAT BRITAIN,Suzuki
1977,125cc,Salzburgring,Eugenio Lazzarini,ITALY,Morbidelli
1977,500cc,Salzburgring,Jack Findlay,AUSTRALIA,Suzuki
1977,125cc,San Carlos,Angel Nieto,SPAIN,Bultaco
1977,350cc,San Carlos,Johnny Cecotto,VENEZUELA,Yamaha
1977,250cc,San Carlos,Walter Villa,ITALY,Harley Davidson
1977,500cc,San Carlos,Barry Sheene,GREAT BRITAIN,Suzuki
1976,125cc,Montjuïc,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,Montjuïc,Kork Ballington,SOUTH AFRICA,Yamaha
1976,50cc,Montjuïc,Angel Nieto,SPAIN,Bultaco
1976,250cc,Montjuïc,Gianfranco Bonera,ITALY,Harley Davidson
1976,125cc,Nurburgring,Anton Mang,GERMANY,Morbidelli
1976,350cc,Nurburgring,Walter Villa,ITALY,Harley Davidson
1976,50cc,Nurburgring,Angel Nieto,SPAIN,Bultaco
1976,250cc,Nurburgring,Walter Villa,ITALY,Harley Davidson
1976,500cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1976,350cc,Automotodrom Brno,Walter Villa,ITALY,Harley Davidson
1976,250cc,Automotodrom Brno,Walter Villa,ITALY,Harley Davidson
1976,500cc,Automotodrom Brno,John Newbold,GREAT BRITAIN,Suzuki
1976,125cc,Imatra,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,Imatra,Walter Villa,ITALY,Harley Davidson
1976,50cc,Imatra,Julien Van Zeebroeck,BELGIUM,Kreidler
1976,250cc,Imatra,Walter Villa,ITALY,Harley Davidson
1976,500cc,Imatra,Pat Hennen,UNITED STATES,Suzuki
1976,125cc,Anderstorp,Pierpaolo Bianchi,ITALY,Morbidelli
1976,50cc,Anderstorp,Angel Nieto,SPAIN,Bultaco
1976,250cc,Anderstorp,Takazumi Katayama,JAPAN,Yamaha
1976,500cc,Anderstorp,Barry Sheene,GREAT BRITAIN,Suzuki
1976,125cc,Spa-Francorchamps,Angel Nieto,SPAIN,Bultaco
1976,50cc,Spa-Francorchamps,Herbert Rittberger,GERMANY,Kreidler
1976,250cc,Spa-Francorchamps,Walter Villa,ITALY,Harley Davidson
1976,500cc,Spa-Francorchamps,John Williams,GREAT BRITAIN,Suzuki
1976,125cc,TT Circuit Assen,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1976,50cc,TT Circuit Assen,Angel Nieto,SPAIN,Bultaco
1976,250cc,TT Circuit Assen,Walter Villa,ITALY,Harley Davidson
1976,500cc,TT Circuit Assen,Barry Sheene,GREAT BRITAIN,Suzuki
1976,350cc,Isle of Man,Chas Mortimer,GREAT BRITAIN,Yamaha
1976,250cc,Isle of Man,Tom Herron,IRELAND,Yamaha
1976,500cc,Isle of Man,Tom Herron,IRELAND,Yamaha
1976,250cc,Opatija,Dieter Braun,GERMANY,Yamaha
1976,125cc,Autodromo Internazionale del Mugello,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,Autodromo Internazionale del Mugello,Johnny Cecotto,VENEZUELA,Yamaha
1976,50cc,Autodromo Internazionale del Mugello,Angel Nieto,SPAIN,Bultaco
1976,250cc,Autodromo Internazionale del Mugello,Walter Villa,ITALY,Harley Davidson
1976,500cc,Autodromo Internazionale del Mugello,Barry Sheene,GREAT BRITAIN,Suzuki
1976,125cc,Salzburgring,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,Salzburgring,Johnny Cecotto,VENEZUELA,Yamaha
1976,500cc,Salzburgring,Barry Sheene,GREAT BRITAIN,Suzuki
1976,350cc,Le Mans,Walter Villa,ITALY,Harley Davidson
1976,50cc,Le Mans,Herbert Rittberger,GERMANY,Kreidler
1976,250cc,Le Mans,Walter Villa,ITALY,Harley Davidson
1976,500cc,Le Mans,Barry Sheene,GREAT BRITAIN,Suzuki
1976,125cc,Opatija,Pierpaolo Bianchi,ITALY,Morbidelli
1976,350cc,Opatija,Olivier Chevallier,FRANCE,Yamaha
1976,50cc,Opatija,Ulrich Graf,SWITZERLAND,Kreidler
1975,125cc,Opatija,Dieter Braun,GERMANY,Morbidelli
1975,350cc,Opatija,Pentti Korhonen,FINLAND,Yamaha
1975,50cc,Opatija,Angel Nieto,SPAIN,Kreidler
1975,250cc,Opatija,Dieter Braun,GERMANY,Yamaha
1975,125cc,Automotodrom Brno,Leif Gustafsson,SWEDEN,Yamaha
1975,350cc,Automotodrom Brno,Otello Buscherini,ITALY,Yamaha
1975,250cc,Automotodrom Brno,Michel Rougerie,FRANCE,Harley Davidson
1975,500cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,MV Agusta
1975,350cc,Imatra,Johnny Cecotto,VENEZUELA,Yamaha
1975,50cc,Imatra,Angel Nieto,SPAIN,Kreidler
1975,250cc,Imatra,Michel Rougerie,FRANCE,Harley Davidson
1975,500cc,Imatra,Giacomo Agostini,ITALY,Yamaha
1975,125cc,Anderstorp,Paolo Pileri,ITALY,Morbidelli
1975,50cc,Anderstorp,Eugenio Lazzarini,ITALY,Piovaticci
1975,250cc,Anderstorp,Walter Villa,ITALY,Harley Davidson
1975,500cc,Anderstorp,Barry Sheene,GREAT BRITAIN,Suzuki
1975,125cc,Spa-Francorchamps,Paolo Pileri,ITALY,Morbidelli
1975,50cc,Spa-Francorchamps,Julien Van Zeebroeck,BELGIUM,Kreidler
1975,250cc,Spa-Francorchamps,Johnny Cecotto,VENEZUELA,Yamaha
1975,500cc,Spa-Francorchamps,Phil Read,GREAT BRITAIN,MV Agusta
1975,125cc,TT Circuit Assen,Paolo Pileri,ITALY,Morbidelli
1975,350cc,TT Circuit Assen,Dieter Braun,GERMANY,Yamaha
1975,50cc,TT Circuit Assen,Angel Nieto,SPAIN,Kreidler
1975,250cc,TT Circuit Assen,Walter Villa,ITALY,Harley Davidson
1975,500cc,TT Circuit Assen,Barry Sheene,GREAT BRITAIN,Suzuki
1975,350cc,Isle of Man,Charlie Williams,GREAT BRITAIN,Yamaha
1975,250cc,Isle of Man,Chas Mortimer,GREAT BRITAIN,Yamaha
1975,500cc,Isle of Man,Mike Grant,GREAT BRITAIN,Kawasaki
1975,125cc,Imola,Paolo Pileri,ITALY,Morbidelli
1975,350cc,Imola,Johnny Cecotto,VENEZUELA,Yamaha
1975,50cc,Imola,Angel Nieto,SPAIN,Kreidler
1975,250cc,Imola,Walter Villa,ITALY,Harley Davidson
1975,500cc,Imola,Giacomo Agostini,ITALY,Yamaha
1975,125cc,Hockenheim,Paolo Pileri,ITALY,Morbidelli
1975,350cc,Hockenheim,Johnny Cecotto,VENEZUELA,Yamaha
1975,50cc,Hockenheim,Angel Nieto,SPAIN,Kreidler
1975,250cc,Hockenheim,Walter Villa,ITALY,Harley Davidson
1975,500cc,Hockenheim,Giacomo Agostini,ITALY,Yamaha
1975,125cc,Salzburgring,Paolo Pileri,ITALY,Morbidelli
1975,350cc,Salzburgring,Hideo Kanaya,JAPAN,Yamaha
1975,500cc,Salzburgring,Hideo Kanaya,JAPAN,Yamaha
1975,125cc,Jarama,Paolo Pileri,ITALY,Morbidelli
1975,350cc,Jarama,Giacomo Agostini,ITALY,Yamaha
1975,50cc,Jarama,Angel Nieto,SPAIN,Kreidler
1975,250cc,Jarama,Walter Villa,ITALY,Harley Davidson
1975,125cc,Paul Ricard,Kent Andersson,SWEDEN,Yamaha
1975,350cc,Paul Ricard,Johnny Cecotto,VENEZUELA,Yamaha
1975,250cc,Paul Ricard,Johnny Cecotto,VENEZUELA,Yamaha
1975,500cc,Paul Ricard,Giacomo Agostini,ITALY,Yamaha
1974,125cc,Montjuïc,Benjamin Grau,SPAIN,Derbi
1974,350cc,Montjuïc,Victor Palomo,SPAIN,Yamaha
1974,50cc,Montjuïc,Henk Van Kessel,NETHERLANDS,Kreidler
1974,250cc,Montjuïc,John Dodds,AUSTRALIA,Yamaha
1974,125cc,Opatija,Kent Andersson,SWEDEN,Yamaha
1974,350cc,Opatija,Giacomo Agostini,ITALY,Yamaha
1974,50cc,Opatija,Henk Van Kessel,NETHERLANDS,Kreidler
1974,250cc,Opatija,Chas Mortimer,GREAT BRITAIN,Yamaha
1974,125cc,Automotodrom Brno,Kent Andersson,SWEDEN,Yamaha
1974,50cc,Automotodrom Brno,Henk Van Kessel,NETHERLANDS,Kreidler
1974,250cc,Automotodrom Brno,Walter Villa,ITALY,Harley Davidson
1974,500cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,MV Agusta
1974,350cc,Imatra,John Dodds,AUSTRALIA,Yamaha
1974,50cc,Imatra,Julien Van Zeebroeck,BELGIUM,Kreidler
1974,250cc,Imatra,Walter Villa,ITALY,Harley Davidson
1974,500cc,Imatra,Phil Read,GREAT BRITAIN,MV Agusta
1974,125cc,Anderstorp,Kent Andersson,SWEDEN,Yamaha
1974,350cc,Anderstorp,Teuvo Lansivuori,FINLAND,Yamaha
1974,50cc,Anderstorp,Henk Van Kessel,NETHERLANDS,Kreidler
1974,250cc,Anderstorp,Takazumi Katayama,JAPAN,Yamaha
1974,500cc,Anderstorp,Teuvo Lansivuori,FINLAND,Yamaha
1974,125cc,Spa-Francorchamps,Angel Nieto,SPAIN,Derbi
1974,50cc,Spa-Francorchamps,Gerhard Thurow,GERMANY,Kreidler
1974,250cc,Spa-Francorchamps,Kent Andersson,SWEDEN,Yamaha
1974,500cc,Spa-Francorchamps,Phil Read,GREAT BRITAIN,MV Agusta
1974,125cc,TT Circuit Assen,Bruno Kneubühler,SWITZERLAND,Yamaha
1974,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,Yamaha
1974,50cc,TT Circuit Assen,Herbert Rittberger,GERMANY,Kreidler
1974,250cc,TT Circuit Assen,Walter Villa,ITALY,Harley Davidson
1974,500cc,TT Circuit Assen,Giacomo Agostini,ITALY,Yamaha
1974,350cc,Isle of Man,Tony Rutter,GREAT BRITAIN,Yamaha
1974,500cc,Isle of Man,Phil Carpenter,GREAT BRITAIN,Yamaha
1974,250cc,Isle of Man,Charlie Williams,GREAT BRITAIN,Yamaha
1974,125cc,Imola,Angel Nieto,SPAIN,Derbi
1974,350cc,Imola,Giacomo Agostini,ITALY,Yamaha
1974,50cc,Imola,Henk Van Kessel,NETHERLANDS,Kreidler
1974,250cc,Imola,Walter Villa,ITALY,Harley Davidson
1974,500cc,Imola,Gianfranco Bonera,ITALY,MV Agusta
1974,125cc,Salzburgring,Kent Andersson,SWEDEN,Yamaha
1974,350cc,Salzburgring,Giacomo Agostini,ITALY,Yamaha
1974,500cc,Salzburgring,Giacomo Agostini,ITALY,Yamaha
1974,125cc,Nurburgring,Fritz Reitmaier,GERMANY,Maico
1974,350cc,Nurburgring,Helmut Kassner,GERMANY,Yamaha
1974,50cc,Nurburgring,Ingo Emmerich,GERMANY,Kreidler
1974,250cc,Nurburgring,Helmut Kassner,GERMANY,Yamaha
1974,500cc,Nurburgring,Edmund Czihak,GERMANY,Yamaha
1974,125cc,Clermont-Ferrand,Kent Andersson,SWEDEN,Yamaha
1974,350cc,Clermont-Ferrand,Giacomo Agostini,ITALY,Yamaha
1974,50cc,Clermont-Ferrand,Henk Van Kessel,NETHERLANDS,Kreidler
1974,500cc,Clermont-Ferrand,Phil Read,GREAT BRITAIN,MV Agusta
1973,125cc,Jarama,Chas Mortimer,GREAT BRITAIN,Yamaha
1973,350cc,Jarama,Adu Celso-Santos,BRAZIL,Yamaha
1973,50cc,Jarama,Jan De Vries,NETHERLANDS,Kreidler
1973,250cc,Jarama,John Dodds,AUSTRALIA,Yamaha
1973,500cc,Jarama,Phil Read,GREAT BRITAIN,MV Agusta
1973,125cc,Imatra,Otello Buscherini,ITALY,Malanca
1973,350cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1973,250cc,Imatra,Teuvo Lansivuori,FINLAND,Yamaha
1973,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1973,125cc,Anderstorp,Borje Jansson,SWEDEN,Maico
1973,350cc,Anderstorp,Teuvo Lansivuori,FINLAND,Yamaha
1973,50cc,Anderstorp,Jan De Vries,NETHERLANDS,Kreidler
1973,250cc,Anderstorp,Dieter Braun,GERMANY,Yamaha
1973,500cc,Anderstorp,Phil Read,GREAT BRITAIN,MV Agusta
1973,125cc,Automotodrom Brno,Otello Buscherini,ITALY,Malanca
1973,350cc,Automotodrom Brno,Teuvo Lansivuori,FINLAND,Yamaha
1973,250cc,Automotodrom Brno,Dieter Braun,GERMANY,Yamaha
1973,500cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1973,125cc,Spa-Francorchamps,Jos Schurgers,NETHERLANDS,Bridgestone
1973,50cc,Spa-Francorchamps,Jan De Vries,NETHERLANDS,Kreidler
1973,250cc,Spa-Francorchamps,Teuvo Lansivuori,FINLAND,Yamaha
1973,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1973,125cc,TT Circuit Assen,Eugenio Lazzarini,ITALY,Maico
1973,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1973,50cc,TT Circuit Assen,Bruno Kneubühler,SWITZERLAND,Kreidler
1973,250cc,TT Circuit Assen,Dieter Braun,GERMANY,Yamaha
1973,500cc,TT Circuit Assen,Phil Read,GREAT BRITAIN,MV Agusta
1973,125cc,Opatija,Kent Andersson,SWEDEN,Yamaha
1973,350cc,Opatija,Janos Drapal,HUNGARY,Yamaha
1973,50cc,Opatija,Jan De Vries,NETHERLANDS,Kreidler
1973,250cc,Opatija,Dieter Braun,GERMANY,Yamaha
1973,500cc,Opatija,Kim Newcombe,NEW ZEALAND,Koenig
1973,125cc,Isle of Man,Tommy Robb,IRELAND,Yamaha
1973,350cc,Isle of Man,Tony Rutter,GREAT BRITAIN,Yamaha
1973,250cc,Isle of Man,Charlie Williams,GREAT BRITAIN,Yamaha
1973,500cc,Isle of Man,Jack Findlay,AUSTRALIA,Suzuki
1973,125cc,Monza,Kent Andersson,SWEDEN,Yamaha
1973,350cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1973,50cc,Monza,Jan De Vries,NETHERLANDS,Kreidler
1973,125cc,Hockenheim,Kent Andersson,SWEDEN,Yamaha
1973,350cc,Hockenheim,Teuvo Lansivuori,FINLAND,Yamaha
1973,50cc,Hockenheim,Theo Timmer,NETHERLANDS,Jamathi
1973,250cc,Hockenheim,Jarno Saarinen,FINLAND,Yamaha
1973,500cc,Hockenheim,Phil Read,GREAT BRITAIN,MV Agusta
1973,125cc,Salzburgring,Kent Andersson,SWEDEN,Yamaha
1973,350cc,Salzburgring,Janos Drapal,HUNGARY,Yamaha
1973,250cc,Salzburgring,Jarno Saarinen,FINLAND,Yamaha
1973,500cc,Salzburgring,Jarno Saarinen,FINLAND,Yamaha
1973,125cc,Paul Ricard,Kent Andersson,SWEDEN,Yamaha
1973,350cc,Paul Ricard,Giacomo Agostini,ITALY,MV Agusta
